관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호,썸네일 이미지경로
"휴식 ,공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,영어,일본어,장애인 화장실,승강기,장애인 전용 주차장,어려움,2성급,동반불가능,유료제공,전체금연,식음료장,인터넷,비즈니스시설,유아침대,있음,운행안함",CNTS_200000000007971,그랜드메르호텔,제주특별자치도 서귀포시 하예동 460-1,제주특별자치도 서귀포시 논짓물로 45,"휴식,숙소,호텔,단체여행객,주차장,공공와이파이존,편의시설,관광호텔,무장애관광",서귀포시 하예동에 위치해 있는 호텔. 중문관광단지와 가까워 관광지로의 이동이 용이하다. ,33.2395829,126.3863727,,064-801-7005,
"펜션,휴양펜션,수영장,자연경관,바비큐,숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501072,제주해안휴양펜션,제주특별자치도 서귀포시 안덕면 사계리 2172-1,제주특별자치도 서귀포시 안덕면 사계남로 89,"펜션,휴양펜션,수영장,자연경관,바비큐,숙소",산방산 조망과 형제섬 일출을 볼 수 있는 펜션,33.2273975,126.2995026,,064-794-1886,
"안전인증숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설,카드결제,현금결제,,영어,,아주 어려움",CNTS_200000000007851,이안재 ,제주특별자치도 제주시 구좌읍 종달리 909 ,제주특별자치도 제주시 구좌읍 종달로5길 35-1 (종달리) ,"안전인증숙소,숙소,주차장,힐링,힐링쉼터,펜션,휴양펜션,안전인증민박",제주 종달리에 위치한 200년 옛집,33.4880673,126.8804954,976-695,064-783-3841,
"안전인증숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,카드결제,현금결제,,영어,중국어,일본어,,,",CNTS_200000000007689,하이디펜션,제주특별자치도 서귀포시 안덕면 사계리 1272 하이디펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 142 (사계리) 하이디펜션,"안전인증숙소,숙소,휴양펜션,펜션,온돌방,단체여행객,조식,체험,바비큐,공공와이파이존,해수욕장,수상레저,안전인증민박","한라산, 산방산, 단산, 용머리와 푸른 바다를 한눈에 담을 수 있는 여행자들의 쉼터",33.2454599,126.29736,-,064-794-8853,
휴식 ,CNTS_000000000021508,아이랑키즈펜션,제주특별자치도 제주시 애월읍 고내리 1071-1,제주특별자치도 제주시 애월읍 고내로7길 34,"휴식,숙소,휴양펜션,펜션,가족,수영장,풀빌라,어린이",아이와 함께하기 좋은 독채펜션,33.4656,126.33756,63045,010-8757-4376,
"콘도,숙소,호텔,가족호텔,주차장,수영장,양식레스토랑,휴양콘도,노천온천,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000000594,디아넥스 호텔,제주특별자치도 서귀포시 안덕면 상천리 380-7,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,"콘도,숙소,호텔,가족호텔,주차장,수영장,양식레스토랑,휴양콘도,노천온천,안전여행스탬프",드넓은 제주의 자연을 품은 컨템포러리 호텔,33.303474,126.39206,63525,064-793-6005,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 전용 주차장,어려움",CONT_000000000500857,로즈비치,제주특별자치도 제주시 조천읍 신흥리 874,제주특별자치도 제주시 조천읍 조함해안로 162,"펜션,주차장,공공와이파이존,자연경관,해변,휴양펜션,무장애관광","왼쪽은 올레18코스, 오른쪽은 올레19코스가 있는 로즈비치펜션입니다.",33.5447774,126.650164,,010-6299-9474,
"휴식,숙소,호텔,공공와이파이존,양식레스토랑,조식,힐링,관광호텔",CNTS_000000000022088,더본 호텔,제주도 서귀포시 색달동 2138,제주도 서귀포시 색달로 18,"휴식,숙소,호텔,공공와이파이존,양식레스토랑,조식,힐링,관광호텔",맛있는 여행이 함께하는 곳,33.259575,126.40604,,064-764-8988,
"호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,자연경관,주차장,공용주차장,카드결제,무료 WIFI,편의점",CNTS_000000000000610,호텔 리젠트마린,제주특별자치도 제주시 건입동 1443,제주특별자치도 제주시 서부두2길 20,"호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,자연경관,주차장","제주 탑동 광장 앞, 제주 최대의 횟집 단지인 '서부두 명품횟집거리'옆에 위치한 호텔",33.517624,126.52711,63276,064-717-5000,
"휴식,숙소,돌담길,돌담풍경마을,민박,휴양펜션,독채,대청마루,주택(주거)지역,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021030,토리코티지카레클린트,제주특별자치도 제주시 애월읍 고내리 1046,제주특별자치도 제주시 애월읍 고내로7길 10-2,"휴식,숙소,돌담길,돌담풍경마을,민박,휴양펜션,독채,대청마루,주택(주거)지역",옛 제주 집의 정서와 향기를 보존한 곳,33.46413,126.338844,63045,010-2695-2369,
숙소,CNTS_200000000014082,디앤디파트먼트 제주 d room,제주특별자치도 제주시 삼도이동 1261-6,제주특별자치도 제주시 탑동로2길 3,"숙소,럭셔리트래블인제주",로컬에서 롱 라이프 디자인을 경험하는 기회,33.5177377,126.5232359,,,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019614,해안풍경펜션,제주특별자치도 제주시 도두이동 1654-6,제주특별자치도 제주시 신사수2길 6,"휴식,숙소,휴양펜션,펜션,자연경관,해변,해수욕장,가족,바비큐,공공와이파이존,해안도로",공항과 이호테우해변 중간지점에 위치한 펜션,33.5087966,126.4750685,,064-711-9995,
"부모,친구,아이,맑음,사계절,중/장년,노년,청년,휴식/치유,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,,장애인 화장실,장애인 전용 주차장,어려움,없음,동반불가능,유료제공,전체금연,식음료장,세미나실,풀장,세탁서비스,인터넷,바베큐장,비즈니스시설,500명 수용 공연장,,있음,운행안함",CNTS_200000000009054,제주유스호스텔,제주특별자치도 제주시 애월읍 봉성리 1069,제주특별자치도 제주시 애월읍 방축길 128,"부모,친구,아이,맑음,사계절,중/장년,노년,청년,휴식/치유,숙소,주차장,무장애관광",인성교육및 야외 활동을 위한  단체 맞춤형 유스호스텔,33.3857737,126.326109,907-695,010-2775-2698,
"휴식/힐링,휴양펜션,펜션,자연경관,바비큐,온돌방,정원,우수관광사업체,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501101,포시즌펜션,제주특별자치도 서귀포시 토평동 636,제주특별자치도 서귀포시 칠십리로285번길 3,"휴식/힐링,휴양펜션,펜션,자연경관,바비큐,온돌방,정원",전객실 바다전망과 서귀포 시내에서 5분거리에 위치한 펜션,33.2844099,126.5796743,,064-732-5222,
"펜션,휴양펜션,바비큐,가족,공공와이파이존,해수욕장,온돌방,공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500991,올레프로방스,제주특별자치도 제주시 애월읍 광령리 2807-14,제주특별자치도 제주시 애월읍 광령평화2길 170-23,"펜션,휴양펜션,바비큐,가족,공공와이파이존,해수욕장,온돌방",청정지역인 제주도에서도 생태보존지역에 근접해 맑은 공기와 탁 트인 경관을 자랑하는 곳,33.3701721,126.4819697,,064-799-6773,
"숙소,휴양펜션,펜션,독채,한옥,온돌방,공공와이파이존,힐링,공용주차장,화장실,무료 WIFI",CNTS_000000000022254,하녹펜션,제주특별자치도 제주시 애월읍 하귀1리 1112-4,제주특별자치도 제주시 애월읍 하광로 181-1,"숙소,휴양펜션,펜션,독채,한옥,온돌방,공공와이파이존,힐링",애월읍 하귀리에 위치한 하녹펜션은 제주에 흔치 않은 한국 전통방식으로 지어진 한옥펜션이다.,33.479004,126.416405,63059,010-5281-2737,
"숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,예약시스템,,어려움,식음료장,세미나실,인터넷,바베큐장,,",CNTS_200000000014408,제주밭담숲,제주특별자치도 제주시 구좌읍 김녕리 731,제주특별자치도 제주시 구좌읍 김녕남8길 55-64,"숙소,펜션,한옥",참 제주 속에 제주 숙소를 찾는다면 제주 밭담숲,33.5433328,126.7617664,63348,010-3654-1504,
"게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018756,피우다 게스트하우스,제주특별자치도 제주시 한경면 저지리 3263-4,제주특별자치도 제주시 한경면 저지12길 60-4,"게스트하우스,숙소,민박,농어촌민박,공공와이파이존,정원",한경면 저지리에 위치한 작은 민박집,33.3386002,126.2625818,,064-773-0561,
"민박,숙소,농어촌민박,낚시,체험,힐링,돌담풍경마을,현금결제,화장실,무료 WIFI,어려움",CNTS_000000000022909,돌담민박,제주특별자치도 제주시 애월읍 하귀1리 525-1,제주특별자치도 제주시 애월읍 하귀12길 18,"민박,숙소,농어촌민박,낚시,체험,힐링,돌담풍경마을",낚시 체험도 가능한 제주 토속 민박집,33.48612,126.40922,63053,010-7722-3859,
"숙소,게스트하우스,문화관광,민박,힐링쉼터,극장(영화관),공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021315,쫄깃센터,제주특별자치도 제주시 한림읍 협재리 1689-1,제주특별자치도 제주시 한림읍 협재1길 27,"숙소,게스트하우스,문화관광,민박,힐링쉼터,극장(영화관)",메가쇼킹의 협재 게스트하우스,33.397686,126.243256,63011,010-3230-1689,
"안전인증숙소,숙소,휴양펜션,펜션,해수욕장,공공와이파이존,온돌방,안전인증민박,공용주차장,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,어려움,동반불가능,흡연구역제공,바베큐장,없음",CNTS_200000000007712,가비오타 펜션,제주특별자치도 제주시 구좌읍 종달리 1419,제주특별자치도 제주시 구좌읍 해맞이해안로 2030 가동,"안전인증숙소,숙소,휴양펜션,펜션,해수욕장,공공와이파이존,온돌방,안전인증민박", 하도리해수욕장이 한 눈에 내다보이는 전객실 전망 좋은 오션뷰펜션,33.4880673,126.8804954,,064-782-1419,
"해나루, 안전인증숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설,카드결제,현금결제,,,어려움,없음,동반불가능,없음,전체금연,인터넷,,유아욕조,,없음,운행안함",CNTS_200000000007671,제주해나루,제주특별자치도 서귀포시 강정동 126-9 제주해나루,제주특별자치도 서귀포시 신서로98번길 19-1 (강정동) 제주해나루,"해나루,안전인증숙소,숙소,주차장,공공와이파이존,올레,안전인증민박",서귀포시 신시가지에 위치한 바다전망 풀옵션 민박 ,33.2615636,126.49447,-,010-5431-2773,
"휴식/힐링,수영장,5성급호텔,공공와이파이존,피트니스,스파,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,일본어,,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,5성급,동반불가능,유료제공,전체금연,식음료장,세미나실,풀장,스파,세탁서비스,연회장,피트니스,인터넷,비즈니스시설,,유아침대,유아의자,탁아서비스,영어, 책과 함께 할수있는 프로맘킨더(유아 영어 교육시설),있음,운행안함",CNTS_200000000013610,파르나스 호텔 제주,제주특별자치도 서귀포시 색달동 3039-1 ,제주특별자치도 서귀포시 중문관광로72번길 100 (색달동) ,"휴식/힐링,수영장,5성급호텔,공공와이파이존,피트니스,스파,럭셔리트래블인제주,숙소,무장애관광",제주도 중문 색달 해변 옆에 위치한 파르나스 호텔 제주는 제주 호텔 중 바닷가가 가장 가까운 호텔,33.2814107,126.4111118,63535,064-801-5555,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,장애인 화장실,장애인 전용 주차장,아주 어려움",CONT_000000000500848,라온호텔,제주특별자치도 제주시 한림읍 협재리 2838,제주특별자치도 제주시 한림읍 금능남로 127,"호텔,숙소,리조트,수영장,공공와이파이존,주차장,골프,승마체험,어린이놀이터,부대시설,교통,가족호텔,단체여행객,주방기구,정원,비즈니스센터,관광호텔,무장애관광",비양도와 에메랄드빛 협재바다가 보이는 제주도 서부의 명품 휴양단지 라온호텔앤리조트,33.3760556,126.2441268,,064-795-3000,
"최고급,VIP,중문,신라,중문관광단지,5성급호텔,숙소,게스트하우스,호텔,공공와이파이존,양식레스토랑,수영장,주차장,발렛파킹,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,장애인 전용 객실,쉬움",CNTS_000000000018141,제주신라호텔,제주도 서귀포시 색달동 3039-3,제주도 서귀포시 중문관광로 72번길 75,"최고급,VIP,중문,신라,중문관광단지,5성급호텔,숙소,게스트하우스,호텔,공공와이파이존,양식레스토랑,수영장,주차장,발렛파킹,관광호텔,럭셔리트래블인제주,무장애관광","파스텔 톤의 인테리어, 세계 유명 작가들의 예술작품과 아열대 정원이 어우러진 리조트 호텔",33.24756,126.40812,,064-735-5114,
